initial_design, DcGain, Voltage_Ripple
"[1.1158111952027322e-05, 2.9084532771402797e-06, 2.037985818692031e-06, 6.466455761599005e-06, 4.245150504429967e-06, 4.591812397404403e-06, 0.00045185931010012097, 0.0008785425930675335, 0.00035241381465200865, 0.2159128758376161, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4152359,0.05574906
"[7.901842742634235e-06, 1.3809441716359795e-05, 7.992017028313363e-06, 1.1099443789912345e-05, 2.805216399251349e-06, 1.194139803507417e-05, 0.0006897092985516048, 0.0006731139480538165, 0.0007245034090277458, 0.5188059622634547, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0257361,0.247835
"[1.842271161594609e-05, 1.791368871180727e-05, 1.4061057048021061e-05, 1.8981503286484496e-05, 1.90349174561651e-05, 3.1078326521414176e-06, 0.0008305785045934132, 0.0007348822144014018, 0.0005634660815381758, 0.2914164938468807, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2238622,0.3401905
"[1.237459204134599e-05, 1.6981749468767624e-05, 1.6307126244950408e-05, 4.694466542745712e-06, 8.718934320605181e-06, 8.599537282894794e-06, 0.0002622165070891231, 0.0009417765398662633, 0.0002554617450432687, 0.7447765044814897, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.13871,0.0857771
"[3.8577667673624005e-06, 1.3302348242929086e-05, 6.132188393521581e-06, 1.081816751830116e-05, 3.0463209150418618e-06, 1.0311868413398853e-05, 0.0007155698078784388, 0.00040808522382638975, 0.00011079577327448313, 0.8660786558031502, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.312141,0.19729
"[1.3606329050736799e-05, 6.644352108593168e-06, 5.203641461789538e-06, 1.746215285335336e-05, 1.0733892679106213e-05, 1.8091739685542756e-05, 0.00017821315215205082, 1.1277024936679153e-05, 0.0008849316507876284, 0.8623615564399979, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.325049,0.612058
"[1.541270771762037e-05, 1.8935194407353426e-05, 1.1316595030460764e-05, 1.7418186709587347e-05, 9.6649602831783e-06, 5.46196479542388e-06, 0.0005300532586597704, 0.0006982685524036169, 0.0007447943106482456, 0.6468946910142529, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.133005,0.21743
"[4.544567137406688e-06, 1.5240372413487304e-05, 8.156937918146699e-06, 1.961262704151422e-05, 1.92761574583431e-05, 9.692822802845515e-06, 0.0009765159269979509, 0.0002479472760646588, 0.0009327989308025697, 0.8748031970863294, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.486666,0.0282188
"[1.0119974175521158e-05, 1.1136396510738968e-05, 1.4822676812549681e-05, 1.369485827848721e-05, 1.1871277516310071e-05, 4.95628373190078e-06, 0.0001338451504301696, 0.00018562607496386524, 0.0007218248247754173, 0.36313821543864055, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.1032231,0.1126235
"[1.6755285760624528e-06, 3.828809869224686e-06, 1.8645117528017997e-05, 3.680307357968592e-06, 1.8791198499808157e-05, 2.5438105923353204e-06, 0.00014518429108025525, 0.000793627884813835, 0.0007364710898612711, 0.5926354028205404, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0190071,0.499589
"[1.9095623544790484e-05, 1.032211754425018e-05, 1.625950444111689e-05, 1.109180909923446e-05, 1.2333800506780826e-05, 1.9669327880451354e-05, 5.2821368557565714e-05, 0.00044533935101762745, 0.0008356097884260274, 0.37332698058433533, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.1368152,0.4763607
"[1.2875029603446774e-05, 9.345787410782913e-06, 4.436828213926392e-06, 1.7166132683832456e-06, 3.6430617981344915e-06, 1.331999716864814e-05, 0.0009005369471486936, 0.0003027793714268627, 0.0006857200917255817, 0.5093993504871179, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.008502611,10.1445
"[1.7933100797209815e-05, 1.702341004825407e-05, 1.2829040971104273e-05, 5.2438704302871725e-06, 8.852339859643501e-06, 1.1728220417234173e-05, 0.00018487358510254094, 0.0004844918840410899, 0.0009436616574661108, 0.27270371301777613, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4029801,0.1117384
"[1.2501483917715407e-06, 1.439732491910688e-05, 9.615512153987292e-06, 1.7137633119104915e-05, 1.5175383692349177e-05, 1.6246339205554118e-05, 0.0001450683094483386, 0.0008098298933882565, 0.0003873672339674997, 0.1041747917744252, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.8812648,0.02363681
"[7.056245204003741e-06, 1.0752486256049623e-05, 1.9002327677538606e-06, 3.6588244273203413e-06, 8.433428024229916e-06, 1.9877452805622075e-05, 0.0005449046363727489, 0.0006189864792300536, 0.0008840576895815497, 0.618358060764147, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0389726,1.37304
"[1.6618542771236782e-05, 5.466690658991352e-06, 1.8114768718688794e-05, 1.9787469594872074e-06, 1.672370057432297e-05, 3.0127014807672164e-06, 0.00017544390988242806, 0.0009036145861176294, 0.000336530685461304, 0.5965756434755547, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0247848,0.623409
"[2.2310779378398514e-06, 1.4160183446198917e-05, 4.605691845921563e-06, 1.1606626050972785e-05, 1.924867847070401e-05, 1.692965516611529e-05, 0.00027848983297824637, 0.0003910653262250806, 0.0001822286866120899, 0.5285347224751206, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00428902,0.462404
"[1.815726015673002e-05, 1.0648333098223229e-06, 1.577813635551751e-05, 7.0927302204446625e-06, 1.828729097074665e-06, 1.1575880424669544e-05, 0.0008350593797862228, 0.0006654292498203105, 0.0009764030443952475, 0.5376537029450232, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.060768,1.69277
"[8.488802571518542e-06, 1.4874858229872149e-05, 1.0707166622811266e-05, 7.122175724652419e-06, 5.6079233265630264e-06, 1.898383107522649e-05, 0.0009718705706120934, 0.00010429184214090356, 0.0006098988696369472, 0.47505642770350576, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0104102,4.44803
"[6.643164457267547e-06, 5.008295433158625e-06, 1.01856489039893e-05, 1.5566858578940928e-05, 1.626521696514459e-06, 2.536079432129326e-06, 0.000663533570218256, 0.00065536632958988, 0.000783887253183915, 0.3237702800657667, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2110602,0.1558029
"[9.890866646647238e-06, 6.444336134491791e-06, 2.9354927536880046e-06, 9.889992606402286e-06, 1.6531676709660894e-05, 1.7766853248329558e-05, 0.00034361018921158704, 0.0005071014724071671, 0.00010022770357398401, 0.513778693255758, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0586502,1.0719
"[1.9658997670884532e-05, 9.311798783984217e-06, 1.2450339309899376e-06, 1.898502363915795e-06, 1.273651126748178e-05, 9.21108174897213e-06, 0.0004962458972440125, 0.0005861239037686582, 0.00012140641373119039, 0.5550953188736932, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.000559752,60.82361
"[1.5013200801059386e-05, 4.692674609493009e-06, 1.2701926110395922e-05, 1.4929532937916066e-05, 2.4986619513323995e-06, 1.4476323729000775e-05, 0.0004956170257511808, 0.00017987821424056492, 0.0008285286897605906, 0.5222833222264871, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00619819,2.89309
"[1.1167778144452472e-05, 8.079237331113707e-06, 5.422714137991384e-06, 8.653737680253589e-06, 4.5724335079347146e-06, 1.0553733476921781e-05, 0.0003375898465389273, 0.0006873699214651938, 0.0008214580176863635, 0.6395181467570785, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0142704,4.23879
"[7.959953557628755e-06, 1.0729404050105802e-05, 9.521757630056794e-06, 1.2556356417978994e-05, 1.729063582295763e-05, 1.490056054166686e-05, 0.0009028593815564188, 0.0009858167932235943, 0.0005805686794932664, 0.6686643865790263, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0217024,1.27838
"[1.7111043151936e-05, 1.0401239347462594e-05, 8.556420942687437e-06, 1.9947070668997036e-05, 1.2536761578442884e-05, 1.8881620283895596e-06, 0.0006604627228251796, 0.0004323348320985773, 0.0007009672726880236, 0.3945649144727946, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.1707263,0.05526157
"[2.500077526020862e-06, 1.2258741871707233e-05, 2.1115364597690808e-06, 7.520517784029837e-06, 1.835191321188605e-05, 1.5851322903331868e-05, 0.0003591575710794749, 0.0005411901350850942, 0.00014070481121430064, 0.8974909689634607, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.095161,0.461943
"[3.917061628473692e-06, 1.8949140753797328e-05, 3.92988518644348e-06, 1.9970204052424175e-05, 7.83651436091104e-06, 1.901666450419363e-05, 0.0003387400821539158, 0.00012140799343984085, 0.0004590495781426861, 0.2256188284627268, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.3748421,0.2476603
"[1.3453108605392159e-05, 1.334339705828893e-05, 2.8887821785058283e-06, 1.0897028969161753e-05, 9.015587001958281e-06, 4.407971925454122e-06, 0.00012121034735004573, 0.000646638258476587, 0.0007423804305372632, 0.6701729343258196, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0136065,0.903245
"[7.618623136450336e-06, 1.6964550225353082e-06, 3.408559681613774e-06, 1.5845635004206634e-06, 1.8506791316886063e-05, 7.125905275905946e-06, 9.9731818549746e-05, 0.0004264657875693747, 0.0006359497403610235, 0.7947676194799416, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0273912,1.05699
"[5.524416022973112e-06, 1.1353623628356986e-05, 7.177058110302838e-06, 1.261439093867864e-05, 5.746335601288767e-06, 1.3912938148643594e-05, 0.0006991274416806083, 8.456356893892525e-05, 0.0005541091920917207, 0.456966118292207, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00863054,3.17529
"[1.5195890251135014e-05, 1.2708896439303125e-05, 1.7869111934244477e-05, 1.468790863635015e-05, 8.343539848822134e-06, 1.1465983993201676e-05, 0.0009976309145804875, 0.00040928026468170996, 0.0003896026613212587, 0.5051222877172451, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0317985,0.992675
"[6.618836856223179e-06, 4.1749431169383615e-06, 1.1084171868296622e-05, 1.7916372218804363e-06, 1.1721905880215848e-05, 1.5926985839562748e-06, 5.141252049739614e-05, 8.939921320458325e-05, 4.136607169395788e-05, 0.17378630248534221, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4000927,0.1466484
"[5.755722789391456e-06, 1.6966666915177095e-05, 8.396373694931172e-06, 6.236640909595404e-06, 3.5253340807064305e-06, 1.3149759928778437e-05, 0.0006405318137972686, 0.0006482547133381102, 0.0009276540983141007, 0.6936179179084878, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0358482,1.63685
"[1.3304413120613283e-05, 4.028224440230999e-06, 1.1104030110115575e-05, 1.9383303114220092e-05, 8.593405508272178e-06, 7.823314895819694e-06, 0.00034910665661623416, 0.0007378966647519189, 0.00036665329283856464, 0.5537349462384772, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.02283752,2.479289
"[1.4907192131988851e-05, 7.560751716074404e-06, 1.4711455085259331e-05, 3.2342295220703677e-06, 1.9918854609947952e-05, 5.966785271402937e-06, 1.4107966268517726e-05, 0.00022142454390666953, 0.0009725541907040824, 0.40619002835623885, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.01399653,2.181877
"[3.223075516803931e-06, 5.764192322505802e-06, 2.5279390798157173e-06, 2.2178382982816774e-06, 1.832381368795172e-05, 7.39110129988596e-06, 0.0004951200770761697, 0.00029046690647859886, 0.0004198870601040532, 0.3840608998901406, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.01967885,1.965182
"[1.7211096161213014e-05, 1.1828230018230844e-05, 5.5584878469116704e-06, 1.3066225710712277e-05, 2.3435240281835842e-06, 4.932845796549289e-06, 0.0008040083210030312, 0.0001847870992007683, 0.00013441578837276112, 0.5821753486852596, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.000637926,42.3914
"[1.9403839263088507e-05, 1.861893716604152e-05, 1.8761365146766118e-05, 1.860986229421304e-05, 3.810550914492792e-06, 2.0641182822824392e-06, 0.0006415245221489828, 0.000723781326119098, 0.0006419339128249366, 0.5061785352481933, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.01770055,1.175631
"[9.885470634848741e-06, 1.642547321920368e-05, 1.5020083084985186e-05, 2.995891846077222e-06, 2.2618586116811257e-06, 1.0851378313746659e-05, 0.00016793662135354475, 0.0007181951820144913, 7.79941840029456e-05, 0.5025989456933329, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.00942188,0.743908
"[1.2286235006110157e-05, 6.1361909917242604e-06, 1.7128683794024512e-05, 9.747824366315347e-06, 1.1469765248572053e-05, 1.4048383208771394e-06, 0.0006760558255432592, 0.00011286388787835728, 0.0006023966251306342, 0.1398482764349252, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.6975898,0.0763267
"[1.435233775355513e-05, 6.4903628628612156e-06, 1.4778003136015322e-05, 1.9930631296076806e-05, 1.714747729755202e-05, 1.9445867160028365e-05, 0.0008340469655348011, 0.0007715637331910462, 0.000632882806350104, 0.12157206773121013, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.6604933,0.1239057
"[1.550256176712813e-05, 1.303537398663034e-05, 1.1803378838684722e-05, 1.236009644902432e-05, 1.0318214848308529e-05, 8.904678719939283e-06, 0.0008916677410068096, 0.0005133576276058115, 0.0003988499629215694, 0.31489453250372185, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2374736,0.2162309
"[5.446915727047321e-06, 1.87034529746444e-05, 1.560194407414288e-05, 6.076613406239414e-06, 1.7321511952539402e-05, 1.8576285007994933e-05, 0.0005083441381396848, 0.00028032931299572076, 5.4607518534560065e-05, 0.8386071105361474, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.251246,0.145664
"[6.730062098150552e-06, 1.8256370413025485e-06, 1.840636237061767e-05, 1.2686465367328217e-05, 1.8794547733098413e-05, 5.8474158848747256e-06, 0.0007775412969914939, 0.0005543199440881124, 0.00012757598665531883, 0.38822265325563454, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.1088074,0.1465216
"[7.460926829513688e-06, 1.7829733938830892e-05, 1.3231916979841227e-05, 3.894061034530655e-06, 2.951795125953131e-06, 1.910126901882246e-05, 0.00039050470851971855, 7.58726047512805e-05, 2.3262821485787823e-05, 0.6567141463894468, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0196529,0.627951
"[1.7250910387481573e-05, 1.3853073008534908e-05, 1.3994780749682587e-05, 7.84542320743343e-06, 5.4277048950007244e-06, 1.0263271952453122e-05, 0.000431615820368738, 0.000633750921339372, 0.0005334915578981013, 0.14101665391767235, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.6557243,0.02989981
"[9.39846980235799e-06, 1.3012926677336154e-05, 1.5129911206925234e-05, 1.729253625034365e-05, 1.2427552327544822e-05, 1.659296369888204e-05, 0.0008431658256239344, 0.0001209097962074919, 0.0009237706859890349, 0.30738603844011225, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.3057386,0.1827376
"[1.1148675255831959e-06, 9.3506471009157e-06, 3.820812524872362e-06, 4.687484460570622e-06, 4.22513876362572e-06, 6.004186572647706e-06, 0.0003078868185679363, 0.0001702469642558538, 0.0002755088878760148, 0.3601826368190587, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.01321199,0.9678913
"[4.936891925211809e-06, 4.930264771308873e-06, 1.0695589819354893e-05, 1.2732633245739262e-05, 1.0794775001576554e-05, 1.9181789470751842e-05, 0.00043135951488145385, 0.00012403110533689075, 0.0002604757161166941, 0.19925356091896151, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.7080476,0.2147662
"[9.063189136041152e-06, 1.806061639559522e-05, 1.3225974832135519e-05, 1.8828359991342338e-06, 9.038093085189141e-06, 3.087280360394476e-06, 0.0006481747139622454, 0.0001771854997124065, 0.0008488284842019939, 0.8550592918167231, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.715823,0.0370527
"[1.733435488820876e-05, 1.6783597443601297e-05, 2.6951837284567662e-06, 1.6983669490313234e-05, 6.9343611614838685e-06, 1.4961089460170808e-05, 0.0008805063265750355, 0.0004633255924661078, 0.0007983935857737427, 0.6494958236128986, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.129144,0.219467
"[1.812307700500575e-05, 1.969806950297941e-05, 1.639081525886432e-05, 6.788067185779651e-06, 1.863546311043678e-05, 1.79766785842769e-05, 0.0001389454505947387, 0.00046753595802691706, 0.00016015734595992368, 0.21794590084670606, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5073614,0.0553779
"[8.552004238645888e-06, 1.3247672699187458e-05, 1.5418102708834888e-06, 1.1516936791011045e-05, 1.0855212502479873e-05, 1.4490929756605043e-05, 1.6000392766083128e-05, 7.738409305048307e-05, 0.00033457822790316236, 0.7477528957213208, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.04397375,1.156922
"[5.672382983376564e-06, 8.78876994662555e-06, 6.914590982614635e-06, 4.436308069858815e-06, 7.928359657363015e-06, 6.079844464306071e-06, 0.0005868401942996958, 0.0002183240226737952, 0.0006617260692576932, 0.6856699497739436, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0584381,0.311481
"[1.0404598499957465e-06, 1.785040435167691e-05, 1.1340317115952267e-05, 1.555477388103529e-05, 1.7268176328242187e-05, 7.291273242686319e-06, 6.581842258882984e-05, 0.0004317340392648607, 0.00019422361671466416, 0.24062233960195695, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4433826,0.05009973
"[1.5359942513735372e-05, 5.211980166886674e-06, 9.642463865082447e-06, 1.5239112244910174e-05, 1.737289809389543e-05, 7.672076767649153e-06, 0.0003317658972662104, 0.0002302245441242315, 0.000482143008717566, 0.8616918051131436, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",1.16,0.115642
"[6.463304977118791e-06, 1.6192665064663657e-05, 7.946029555292184e-06, 1.0275661100994925e-05, 4.011297650599809e-06, 1.774937471702774e-05, 9.857232679795752e-06, 0.0007554902206182724, 0.0006131187095434197, 0.6897470183117992, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0365278,0.354367
"[1.3797783265811308e-05, 1.9449507908470507e-05, 1.3709070172504848e-05, 4.086380935070223e-06, 1.4635368450455385e-05, 3.2224529340589245e-06, 0.0007655916389158089, 0.0008835258021345604, 2.2429850023102373e-05, 0.700029878630282, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.159422,0.123502
"[1.2744139616629508e-05, 1.629903682806376e-05, 1.062290876259483e-05, 1.7057454691051394e-05, 9.364468913385724e-06, 1.4783369595366753e-05, 0.0009042152229061641, 0.000957523696708215, 0.00024876402444455294, 0.25132148545684385, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.3562805,0.2168151
"[1.5389770310517702e-05, 1.6365664068122106e-05, 1.7697090015379045e-05, 1.361214733373654e-05, 6.112488224552625e-06, 1.5366797539305633e-06, 0.00042581058724701034, 0.0005254944218262975, 5.335765504905524e-05, 0.25318732968063484, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.3507762,0.1530141
"[1.2207826562294151e-05, 1.6781208889935307e-06, 1.1531411805637478e-05, 1.444866268337289e-05, 1.5104926884212287e-05, 1.0752881744164802e-05, 0.0007388915318329953, 0.000408704263232578, 0.00016406706737710896, 0.2504205772905227, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.4755773,0.1833603
"[2.870545452539323e-06, 1.564663843338218e-05, 7.874660612522633e-06, 1.387510812613811e-06, 1.019148611505278e-05, 1.4571593796315124e-05, 0.00010252263115910196, 0.00014894880991175004, 0.0002133105836792749, 0.6169431794756409, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0118804,5.44142
"[1.546404089774577e-05, 1.6468336561121304e-05, 1.1859171413295074e-05, 1.9234768821474795e-05, 6.851964118804894e-06, 1.5418660321381088e-05, 0.0006022650178338709, 0.0009865968442210472, 0.0007254534881491452, 0.3253531732069491, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.2609487,0.1442453
"[3.0280530698883645e-06, 8.796078231978021e-06, 1.552007884658981e-05, 1.3659914823106289e-05, 1.2932373429040102e-05, 6.499802200213017e-06, 0.000778305929878781, 0.0003355824671492568, 0.0009795822208766571, 0.4808073517820476, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0238336,0.8083235
"[1.2140295566547043e-05, 9.35758957459558e-06, 1.1227769641258601e-05, 1.3910637725884386e-05, 4.122068630159814e-06, 1.4002389147954755e-05, 0.0005224575143583709, 3.533794935864521e-05, 0.0002877734341513281, 0.6109524822457942, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0257359,0.86954
"[1.245907010628274e-05, 6.800673584300168e-06, 9.63183102482284e-06, 5.541647386821787e-06, 7.137362601488518e-06, 1.0005726138625074e-05, 0.0007052440125130896, 0.0005222391131726028, 0.0009399436248372151, 0.16933976461739042, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5629664,0.036314
"[6.627811859634432e-06, 3.146749804493588e-06, 1.1850024757182497e-05, 1.0371788879060598e-05, 9.994479647842724e-06, 7.909419011667284e-06, 0.0005395344267398401, 0.0009845165533825828, 0.00010132491766051224, 0.6184453727031974, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.008260651,2.978816
"[1.141825612968613e-05, 1.6018574090143518e-06, 5.779765490831436e-06, 6.224838456855894e-06, 3.624003098191401e-06, 5.80808006031777e-06, 0.00031445133969440595, 0.00029381335437581843, 0.0002643519730659618, 0.1799742350434764, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5655704,0.03249931
"[1.2241565914167953e-05, 1.4177102135319862e-05, 1.4728822270788812e-05, 1.5962599260644573e-05, 1.1406269096810465e-05, 1.9934358114971816e-05, 0.00022950491364353854, 0.00010680088547143002, 0.0008312581760539964, 0.22591902604371428, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.6134873,0.1381144
"[1.2125610612288252e-05, 1.2665611690783432e-05, 1.864768601543009e-05, 1.603492197851695e-05, 6.662610795019153e-06, 1.422135032751103e-05, 0.0009101968439588768, 0.0005942889368114087, 0.0005123464889530065, 0.6021016444605218, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0726194,0.048326
"[6.962063527404314e-06, 1.8761645940358675e-05, 3.4634620655111275e-06, 1.1185045077151026e-05, 1.3410246175331644e-05, 2.7646105854208622e-06, 0.00038371430491739093, 0.0006709937279020968, 0.0004796035371349108, 0.18117394002116194, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.5895084,0.1377925
"[1.5331413181197441e-06, 1.4490277095040676e-05, 9.639995126750766e-06, 1.0702956323388852e-05, 1.176461177761933e-05, 8.871984353631033e-06, 0.0007250072305541548, 0.000668119888906502, 0.0009242490957028118, 0.7347873849059544, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0035996,1.11239
"[1.8805377815346524e-05, 3.967581790019036e-06, 1.8835655458925212e-05, 1.6225414665450392e-05, 1.4258688605232561e-05, 7.611454219652871e-06, 0.0007945687803196912, 0.0001152253262865164, 0.0007100007624566633, 0.7025877058128661, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.218532,0.404405
"[1.6673038703394023e-05, 1.8757671895404823e-05, 1.7367281864391516e-05, 1.4111397722388712e-05, 1.512952068506246e-06, 1.5565796301998754e-05, 0.000790553953173532, 0.0002565706298819403, 0.00031012409918527246, 0.5748636417204841, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0763889,0.176917
"[5.047322641147728e-06, 1.2178227775368162e-06, 3.2909589808976916e-06, 7.906011908116978e-06, 1.4711195790712048e-05, 1.9824486325587164e-05, 0.0003031513930229971, 0.0004619279833339377, 1.9307958402866333e-05, 0.434196736028052, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.0449294,2.72253
"[1.5730901711596545e-05, 1.138052382756019e-05, 9.926939752820764e-06, 1.4974411016332037e-05, 1.4595323803339185e-05, 1.7380521947132212e-05, 0.0008174311453413095, 0.0005957690274673944, 0.0006478780208341469, 0.7681567844471535, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]",0.641326,0.116902
